comu,treasurycode,muniname,munitype,county,recordid,block,lot,permitno,status,permitstatusdesc,permitdate,permittype,permittypedesc,certcount,buildfee,plumbfee,electfee,firefee,dcafee,certfee,elevfee,otherfee,totalfee,cubic,squarefeet,constcost,salegained,rentgained,usegroup,usegroupdesc,censusnumber,censusdesc,public,source,sourcedesc,version,processdate,pk,certdate,certtype,certtypedesc,update,storage
0906,0906,JERSEY CITY,CITY,HUDSON,00030475,5602,5,20181290,P,Permit,2018-04-13T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-05-07T04:00:00Z,090600030475,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030478,2701,38,20181343,P,Permit,2018-04-18T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-05-07T04:00:00Z,090600030478,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030480,12005,9,20181283,C,Certificate,2018-04-13T04:00:00Z,13,Demolition,2,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-03-29T04:00:00Z,090600030480,2018-09-25T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030481,1203,49,20181284,P,Permit,2018-04-13T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-05-07T04:00:00Z,090600030481,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030482,5101,36,20181345,P,Permit,2018-04-18T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-05-07T04:00:00Z,090600030482,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030483,602,16,20181344,C,Certificate,2018-04-18T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600030483,2021-12-14T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030575,4201,17,20181134,C,Certificate,2018-04-03T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15000,-1,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-11-07T05:00:00Z,090600030575,2018-10-26T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030882,2603,27,20181669,P,Permit,2018-05-14T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600030882,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030921,16803,75,20181602,P,Permit,2018-05-08T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,20000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600030921,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030923,16803,76,20181601,P,Permit,2018-05-08T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,10000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600030923,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030924,11010,4,20181600,P,Permit,2018-05-08T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,60000,-3,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600030924,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00030985,2101,38,20181613,C,Certificate,2018-05-08T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600030985,2018-05-16T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031029,20401,61,20181537,C,Certificate,2018-05-02T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-03-07T05:00:00Z,090600031029,2022-02-02T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031034,9901,1.01,20181723,P,Permit,2018-05-17T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,28000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600031034,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031107,2501,17,20181815,C,Certificate,2018-05-24T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-11-07T05:00:00Z,090600031107,2018-10-23T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031111,23703,21,20181875,P,Permit,2018-05-31T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600031111,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031152,11009,27,20181584,P,Permit,2018-05-07T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,18000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-20T04:00:00Z,090600031152,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031175,7902,69,20181568,C,Certificate,2018-05-04T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600031175,2021-12-22T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031311,10704,39,20182212,P,Permit,2018-06-22T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,250,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031311,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031385,26201,61,20182185,P,Permit,2018-06-21T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-1,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031385,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031438,7902,61,20182197,C,Certificate,2018-06-21T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,20000,-4,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600031438,2021-07-01T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031449,11507,16,20182208,P,Permit,2018-06-22T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,13000,0,-3,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031449,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031450,11507,6,20181996,P,Permit,2018-06-07T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,13001,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031450,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031451,11507,21,20181995,P,Permit,2018-06-07T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,13000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031451,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031512,7902,68,20181899,P,Permit,2018-06-01T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031512,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031513,7902,67,20181896,C,Certificate,2018-06-01T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600031513,2018-08-01T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031559,4306,27,20182052,C,Certificate,2018-06-13T04:00:00Z,13,Demolition,2,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-03-29T04:00:00Z,090600031559,2018-11-15T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031568,20503,5,20182145,P,Permit,2018-06-19T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600031568,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031646,2201,26,20182008,C,Certificate,2018-06-08T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,18000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-02-07T05:00:00Z,090600031646,2019-01-18T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031955,5101,21,20182470,P,Permit,2018-07-20T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600031955,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031956,2402,11,20182471,C,Certificate,2018-07-20T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-05-09T04:00:00Z,090600031956,2022-04-19T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031962,8101,25,20182501,P,Permit,2018-07-23T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600031962,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031964,8101,24,20182503,P,Permit,2018-07-23T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600031964,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00031977,8102,13,20182506,P,Permit,2018-07-23T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600031977,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032014,5705,12,20182343,P,Permit,2018-07-11T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600032014,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032097,2103,3,20182337,P,Permit,2018-07-10T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,200,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600032097,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032136,3803,32,20182378,C,Certificate,2018-07-13T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,18000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-10-07T04:00:00Z,090600032136,2021-09-09T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032145,4901,12,20182302,C,Certificate,2018-07-06T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600032145,2021-12-02T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032155,2705,30,20182210,P,Permit,2018-06-22T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-1,-1,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600032155,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032173,11001,4,20182346,C,Certificate,2018-07-11T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,10000,0,0,U,Accessory buildings and miscellaneous structures,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-04-07T04:00:00Z,090600032173,2022-03-18T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032183,22103,10,20182398,P,Permit,2018-07-16T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,17000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600032183,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032197,1301,9,20182310,C,Certificate,2018-07-09T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,14000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-12-07T05:00:00Z,090600032197,2021-11-05T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032466,2302,6,20183034,P,Permit,2018-08-28T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032466,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032469,1703,50,20182977,C,Certificate,2018-08-23T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-10-07T04:00:00Z,090600032469,2022-09-22T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032579,19801,1,20183032,P,Permit,2018-08-28T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,7500,-1,-1,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032579,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032613,21301,2,20182784,P,Permit,2018-08-10T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,25000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032613,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032629,4503,5,20182749,P,Permit,2018-08-09T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,8000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032629,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032635,801,12,20182716,C,Certificate,2018-08-07T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,50000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-10-07T04:00:00Z,090600032635,2021-09-10T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032717,12004,47,20182855,P,Permit,2018-08-16T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,15000,-4,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032717,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032718,12004,48,20182856,P,Permit,2018-08-16T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,15000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032718,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032805,3101,23,20182660,P,Permit,2018-08-03T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,15000,0,0,S-1,"Storage building, moderate hazard",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032805,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032858,8102,19,20183061,P,Permit,2018-08-29T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032858,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032859,8102,18,20183060,P,Permit,2018-08-29T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032859,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032861,8102,4,20182658,P,Permit,2018-08-03T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032861,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00032863,8102,5,20182657,P,Permit,2018-08-03T04:00:00Z,13,Demolition,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600032863,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033069,11905,1,20183558,C,Certificate,2018-10-01T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,250,0,0,F-2,"Factory and industrial, low hazard",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-07-07T04:00:00Z,090600033069,2022-06-08T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033147,14101,27,20183353,P,Permit,2018-09-20T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033147,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033157,701,22,20183479,P,Permit,2018-09-26T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033157,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033158,2204,31,20183481,P,Permit,2018-09-26T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033158,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033169,12308,12,20183351,P,Permit,2018-09-20T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,15000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033169,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033198,28702,1,20183466,P,Permit,2018-09-25T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,19500,-3,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033198,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033202,5802,9,20183464,P,Permit,2018-09-25T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033202,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033286,11006,21,20183537,P,Permit,2018-09-28T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,30000,-4,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033286,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033327,1202,64,20183499,C,Certificate,2018-09-27T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-12-07T05:00:00Z,090600033327,2021-11-16T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033336,7402,21,20183417,P,Permit,2018-09-24T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,15000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033336,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033338,9801,14,20183251,P,Permit,2018-09-14T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,35000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033338,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033347,11001,1,20183147,P,Permit,2018-09-06T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,40000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033347,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033378,504,31,20183110,P,Permit,2018-09-04T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,5000,0,0,U,Accessory buildings and miscellaneous structures,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033378,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033380,504,32,20183109,P,Permit,2018-09-04T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,10000,0,0,U,Accessory buildings and miscellaneous structures,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033380,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033394,3001,43,20183111,P,Permit,2018-09-04T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033394,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033395,3001,44,20183112,P,Permit,2018-09-04T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,20000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033395,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033428,15203,26,20183282,P,Permit,2018-09-17T04:00:00Z,13,Demolition,0,200,0,0,0,0,0,0,0,200,0,0,18000,-1,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033428,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033460,5602,24,20183183,C,Certificate,2018-09-10T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600033460,2021-12-01T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00033478,5602,70,20183489,P,Permit,2018-09-26T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,25000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600033478,NA,NA,NA,NA,NA
